Benchmark,dotnetcore_nollvm,mono-mono-981da38038775e963db88c40c525aaafb277ff40_nollvm,mono-mono-981da38038775e963db88c40c525aaafb277ff40_nollvm-interpreter
System.Tests.Perf_Int32.ParseSpan(value: "12345"),1.00,1.00,0.99,
System.Tests.Perf_Int32.TryParseSpan(value: "12345"),1.00,1.00,0.97,
System.Tests.Perf_Int32.ToString(value: 4),1.00,1.00,1.00,
System.Tests.Perf_Int32.ToStringHex(value: 4),1.00,1.00,0.99,
System.Tests.Perf_Int32.TryFormat(value: 4),1.00,1.00,1.00,
System.Tests.Perf_Int32.ToString(value: 12345),1.00,1.00,1.01,
System.Tests.Perf_Int32.ToStringHex(value: 12345),1.00,1.00,1.00,
System.Tests.Perf_Int32.TryFormat(value: 12345),1.00,1.00,0.97,
System.Tests.Perf_Int32.ToString(value: 2147483647),1.00,1.00,0.96,
System.Tests.Perf_Int32.ToStringHex(value: 2147483647),1.00,1.00,0.87,
System.Tests.Perf_Int32.Parse(value: "2147483647"),1.00,1.00,1.03,
System.Tests.Perf_Int32.TryParse(value: "2147483647"),1.00,1.00,1.06,
System.Tests.Perf_Int32.ParseSpan(value: "2147483647"),1.00,1.00,0.97,
System.Tests.Perf_Int32.TryFormat(value: 2147483647),1.00,1.00,1.00,
System.Tests.Perf_Int32.TryParseSpan(value: "2147483647"),1.00,1.00,1.00,
System.Tests.Perf_Int32.ParseHex(value: "3039"),1.00,1.00,0.97,
System.Tests.Perf_Int32.Parse(value: "4"),1.00,1.00,0.94,
System.Tests.Perf_Int32.ParseHex(value: "4"),1.00,1.00,0.98,
System.Tests.Perf_Int32.TryParse(value: "4"),1.00,1.00,0.98,
System.Tests.Perf_Int32.ParseSpan(value: "4"),1.00,1.00,1.00,
System.Tests.Perf_Int32.TryParseSpan(value: "4"),1.00,1.00,0.99,
System.Tests.Perf_Int32.ParseHex(value: "7FFFFFFF"),1.00,1.00,0.96,
System.Tests.Perf_Int32.ParseHex(value: "80000000"),1.00,1.00,1.00,
System.Collections.TryAddDefaultSize<String>.Dictionary(Count: 512),1.00,1.00,1.00,
System.Collections.TryAddDefaultSize<String>.ConcurrentDictionary(Count: 512),1.00,1.00,0.99,
LinqBenchmarks.Where00LinqQueryX,1.00,1.00,1.13,
LinqBenchmarks.Where00LinqMethodX,1.00,1.00,1.11,
LinqBenchmarks.Where00ForX,1.00,1.00,1.02,
LinqBenchmarks.Where01LinqQueryX,1.00,1.00,0.99,
LinqBenchmarks.Where01LinqMethodX,1.00,1.00,0.98,
LinqBenchmarks.Where01LinqMethodNestedX,1.00,1.00,0.97,
LinqBenchmarks.Where01ForX,1.00,1.00,0.95,
LinqBenchmarks.Count00LinqMethodX,1.00,1.00,0.89,
LinqBenchmarks.Count00ForX,1.00,1.00,0.97,
LinqBenchmarks.Order00LinqQueryX,1.00,1.00,1.00,
LinqBenchmarks.Order00LinqMethodX,1.00,1.00,0.99,
LinqBenchmarks.Order00ManualX,1.00,1.00,0.98,
Benchstone.BenchF.InvMt.Test,1.00,1.00,1.02,
Benchstone.BenchF.InProd.Test,1.00,1.00,1.00,
System.Collections.CtorDefaultSize<String>.List,1.00,1.00,0.76,
System.Collections.CtorDefaultSize<String>.LinkedList,1.00,1.00,0.96,
System.Collections.CtorDefaultSize<String>.HashSet,1.00,1.00,0.96,
System.Collections.CtorDefaultSize<String>.Dictionary,1.00,1.00,1.00,
System.Collections.CtorDefaultSize<String>.Queue,1.00,1.00,1.03,
System.Collections.CtorDefaultSize<String>.Stack,1.00,1.00,1.01,
System.Collections.CtorDefaultSize<String>.SortedList,1.00,1.00,1.00,
System.Collections.CtorDefaultSize<String>.SortedSet,1.00,1.00,1.11,
System.Collections.CtorDefaultSize<String>.SortedDictionary,1.00,1.00,0.94,
System.Collections.CtorDefaultSize<String>.ConcurrentDictionary,1.00,1.00,1.04,
System.Collections.CtorDefaultSize<String>.ConcurrentQueue,1.00,1.00,0.97,
System.Collections.CtorDefaultSize<String>.ConcurrentStack,1.00,1.00,1.02,
System.Collections.CtorDefaultSize<String>.ConcurrentBag,1.00,1.00,0.50,
System.Collections.CtorDefaultSize<String>.ImmutableArray,1.00,1.00,1.32,
System.Collections.CtorDefaultSize<String>.ImmutableDictionary,1.00,1.00,0.88,
System.Collections.CtorDefaultSize<String>.ImmutableHashSet,1.00,1.00,0.89,
System.Collections.CtorDefaultSize<String>.ImmutableList,SMALL,SMALL,SMALL,
System.Collections.CtorDefaultSize<String>.ImmutableQueue,SMALL,SMALL,SMALL,
System.Collections.CtorDefaultSize<String>.ImmutableStack,1.00,1.00,1.04,
System.Collections.CtorDefaultSize<String>.ImmutableSortedDictionary,SMALL,SMALL,SMALL,
System.Collections.CtorDefaultSize<String>.ImmutableSortedSet,SMALL,SMALL,SMALL,
System.Net.Tests.DnsTests.GetHostEntry,1.00,1.00,1.01,
System.Net.Tests.DnsTests.GetHostName,1.00,1.00,1.00,
XmlDocumentTests.XmlDocumentTests.Perf_XmlDocument.Create,1.00,1.00,1.02,
XmlDocumentTests.XmlDocumentTests.Perf_XmlDocument.LoadXml,1.00,1.00,0.98,
XmlDocumentTests.XmlDocumentTests.Perf_XmlDocument.GetDocumentElement,1.00,1.00,1.03,
MicroBenchmarks.Serializers.Json_FromString<CollectionsOfPrimitives>.Jil_,1.00,1.00,1.04,
MicroBenchmarks.Serializers.Json_FromString<CollectionsOfPrimitives>.JsonNet_,1.00,1.00,1.00,
MicroBenchmarks.Serializers.Json_FromString<CollectionsOfPrimitives>.Utf8Json_,1.00,1.00,0.97,
System.Collections.ContainsKeyTrue<Int32; Int32>.Dictionary(Size: 512),1.00,1.00,0.83,
System.Collections.ContainsKeyTrue<Int32; Int32>.IDictionary(Size: 512),1.00,1.00,1.05,
System.Collections.ContainsKeyTrue<Int32; Int32>.SortedList(Size: 512),1.00,1.00,1.00,
System.Collections.ContainsKeyTrue<Int32; Int32>.SortedDictionary(Size: 512),1.00,1.00,0.98,
System.Collections.ContainsKeyTrue<Int32; Int32>.ConcurrentDictionary(Size: 512),1.00,1.00,0.99,
System.Collections.ContainsKeyTrue<Int32; Int32>.ImmutableDictionary(Size: 512),1.00,1.00,0.96,
System.Collections.ContainsKeyTrue<Int32; Int32>.ImmutableSortedDictionary(Size: 512),1.00,1.00,0.99,
MicroBenchmarks.Serializers.Json_FromStream<CollectionsOfPrimitives>.Jil_,1.00,1.00,0.97,
MicroBenchmarks.Serializers.Json_FromStream<CollectionsOfPrimitives>.JsonNet_,1.00,1.00,1.02,
MicroBenchmarks.Serializers.Json_FromStream<CollectionsOfPrimitives>.Utf8Json_,1.00,1.00,0.97,
MicroBenchmarks.Serializers.Json_FromStream<CollectionsOfPrimitives>.DataContractJsonSerializer_,1.00,1.00,0.96,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.BinaryFormatter_,1.00,1.00,1.01,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.ProtoBuffNet,1.00,1.00,0.95,
MicroBenchmarks.Serializers.Binary_FromStream<MyEventsListerViewModel>.MessagePack_,1.00,1.00,0.96,
BenchmarksGame.BinaryTrees_2.RunBench,1.00,1.00,0.99,
System.Collections.IndexerSet<Int32>.Array(Size: 512),1.00,1.00,1.02,
System.Collections.IndexerSet<Int32>.Span(Size: 512),1.00,1.00,0.99,
System.Collections.IndexerSet<Int32>.List(Size: 512),1.00,1.00,1.00,
System.Collections.IndexerSet<Int32>.IList(Size: 512),1.00,1.00,0.99,
System.Collections.IndexerSet<Int32>.Dictionary(Size: 512),1.00,1.00,0.98,
System.Collections.IndexerSet<Int32>.SortedList(Size: 512),1.00,1.00,0.99,
System.Collections.IndexerSet<Int32>.SortedDictionary(Size: 512),1.00,1.00,1.00,
System.Collections.IndexerSet<Int32>.ConcurrentDictionary(Size: 512),1.00,1.00,1.01,
System.Tests.Perf_HashCode.Add,1.00,1.00,1.02,
System.Tests.Perf_HashCode.Combine_1,1.00,1.00,0.98,
System.Tests.Perf_HashCode.Combine_2,1.00,1.00,1.04,
System.Tests.Perf_HashCode.Combine_3,1.00,1.00,1.00,
System.Tests.Perf_HashCode.Combine_4,1.00,1.00,0.97,
System.Tests.Perf_HashCode.Combine_5,1.00,1.00,1.01,
System.Tests.Perf_HashCode.Combine_6,1.00,1.00,0.99,
System.Tests.Perf_HashCode.Combine_7,1.00,1.00,0.99,
System.Tests.Perf_HashCode.Combine_8,1.00,1.00,0.99,
System.Tests.Perf_Lazy.ValueFromAlreadyInitialized,SMALL,SMALL,SMALL,
System.Threading.Tasks.Tests.Perf_AsyncMethods.EmptyAsyncMethodInvocation,1.00,1.00,0.99,
System.Threading.Tasks.Tests.Perf_AsyncMethods.SingleYieldMethodInvocation,1.00,1.00,1.03,
System.Threading.Tasks.Tests.Perf_AsyncMethods.Yield,1.00,1.00,1.00,
System.Perf_Convert.GetTypeCode,1.00,1.00,0.98,
System.Perf_Convert.ChangeType,1.00,1.00,0.97,
System.Perf_Convert.FromBase64String,1.00,1.00,0.98,
System.Perf_Convert.FromBase64Chars,1.00,1.00,1.02,
System.Perf_Convert.ToBase64CharArray(binaryDataSize: 1024; formattingOptions: None),1.00,1.00,1.01,
System.Perf_Convert.ToBase64CharArray(binaryDataSize: 1024; formattingOptions: InsertLineBreaks),1.00,1.00,1.01,
System.Perf_Convert.ToDateTime_String(value: "12/12/1999"),1.00,1.00,0.99,
System.Perf_Convert.ToDateTime_String(value: "12/12/1999 11:59:59 PM"),1.00,1.00,0.97,
System.Perf_Convert.ToDateTime_String(value: "February 26; 2009"),1.00,1.00,1.03,
System.Perf_Convert.ToDateTime_String(value: "Fri; 27 Feb 2009 03:11:21 GMT"),1.00,1.00,0.97,
System.Perf_Convert.ToBase64String(formattingOptions: None),1.00,1.00,0.99,
System.Perf_Convert.ToBase64String(formattingOptions: InsertLineBreaks),1.00,1.00,1.01,
System.Perf_Convert.ToDateTime_String(value: "Thursday; February 26; 2009"),1.00,1.00,1.01,
System.Tests.Perf_Enum.HasFlag,SMALL,SMALL,SMALL,
System.Tests.Perf_Enum.Compare,SMALL,SMALL,SMALL,
System.Tests.Perf_Enum.Parse(text: "Red"),1.00,1.00,0.97,
System.Tests.Perf_Enum.TryParseGeneric(text: "Red"),1.00,1.00,0.97,
System.Tests.Perf_Enum.Parse(text: "Red; Orange; Yellow; Green; Blue"),1.00,1.00,0.97,
System.Tests.Perf_Enum.TryParseGeneric(text: "Red; Orange; Yellow; Green; Blue"),1.00,1.00,1.01,
System.Tests.Perf_Enum.EnumToString(value: Yellow),1.00,1.00,1.00,
Benchstone.BenchF.DMath.Test,1.00,1.00,0.99,
System.Collections.CopyTo<String>.Array(Size: 2048),1.00,1.00,1.05,
System.Collections.CopyTo<String>.Span(Size: 2048),1.00,1.00,1.02,
System.Collections.CopyTo<String>.ReadOnlySpan(Size: 2048),1.00,1.00,1.02,
System.Collections.CopyTo<String>.Memory(Size: 2048),1.00,1.00,1.02,
System.Collections.CopyTo<String>.ReadOnlyMemory(Size: 2048),1.00,1.00,1.03,
System.Collections.CopyTo<String>.List(Size: 2048),1.00,1.00,1.01,
System.Collections.CopyTo<String>.ImmutableArray(Size: 2048),1.00,1.00,1.03,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.Jil_,1.00,1.00,1.04,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.JsonNet_,1.00,1.00,1.00,
MicroBenchmarks.Serializers.Json_ToString<CollectionsOfPrimitives>.Utf8Json_,1.00,1.00,0.99,
System.Collections.CreateAddAndRemove<Int32>.List(Size: 512),1.00,1.00,1.10,
System.Collections.CreateAddAndRemove<Int32>.LinkedList(Size: 512),1.00,1.00,0.99,
System.Collections.CreateAddAndRemove<Int32>.HashSet(Size: 512),1.00,1.00,0.99,
System.Collections.CreateAddAndRemove<Int32>.Dictionary(Size: 512),1.00,1.00,0.98,
System.Collections.CreateAddAndRemove<Int32>.SortedList(Size: 512),1.00,1.00,1.00,
System.Collections.CreateAddAndRemove<Int32>.SortedSet(Size: 512),1.00,1.00,1.00,
System.Collections.CreateAddAndRemove<Int32>.SortedDictionary(Size: 512),1.00,1.00,1.01,
System.Collections.CreateAddAndRemove<Int32>.Stack(Size: 512),1.00,1.00,0.99,
System.Collections.CreateAddAndRemove<Int32>.Queue(Size: 512),1.00,1.00,1.01,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.SendAsyncThenReceiveAsync_Task,1.00,1.00,1.00,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.ReceiveAsyncThenSendAsync_Task,1.00,1.00,1.06,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.SendAsyncThenReceiveAsync_SocketAsyncEventArgs,1.00,1.00,1.04,
System.Net.Sockets.Tests.SocketSendReceivePerfTest.ReceiveAsyncThenSendAsync_SocketAsyncEventArgs,1.00,1.00,0.95,
System.IO.Pipes.Tests.Perf_AnonymousPipeStream_ServerIn_ClientOut.ReadWrite(size: 1000000),1.00,1.00,0.99,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromString,1.00,1.00,0.98,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromUtf8Bytes,1.00,1.00,0.97,
System.Text.Json.Serialization.Tests.ReadJson<BinaryData>.DeserializeFromStream,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,0.96,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.00,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.00,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,1.02,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,1.00,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.98,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.13,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.00,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,0.96,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,1.03,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.02,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,1.11,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.00,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.01,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,1.15,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,0.96,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.99,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.01,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,1.03,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleSerial(RentalSize: 4096; ManipulateArray: ...,1.00,1.00,1.02,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.SingleParallel(RentalSize: 4096; ManipulateArray...,1.00,1.00,1.11,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.MultipleSerial(RentalSize: 4096; ManipulateArray...,1.00,1.00,0.97,
System.Buffers.Tests.RentReturnArrayPoolTests<Byte>.ProducerConsumer(RentalSize: 4096; ManipulateArr...,1.00,1.00,0.95,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.Jil_,1.00,1.00,0.99,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.JsonNet_,1.00,1.00,0.93,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.Utf8Json_,1.00,1.00,0.96,
MicroBenchmarks.Serializers.Json_ToStream<CollectionsOfPrimitives>.DataContractJsonSerializer_,1.00,1.00,1.00,
Benchstone.BenchF.BenchMrk.Test,1.00,1.00,1.00,
Benchstone.BenchI.Array1.Test,1.00,1.00,0.95,
System.Drawing.Tests.Perf_Image_Load.Bitmap_FromStream(format: Bmp),1.00,1.00,1.00,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream(format: Bmp),1.00,1.00,0.95,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream_NoValidation(format: Bmp),1.00,1.00,0.98,
System.Drawing.Tests.Perf_Image_Load.Bitmap_FromStream(format: Gif),1.00,1.00,1.01,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream(format: Gif),1.00,1.00,0.98,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream_NoValidation(format: Gif),1.00,1.00,0.98,
System.Drawing.Tests.Perf_Image_Load.Bitmap_FromStream(format: Jpeg),1.00,1.00,0.98,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream(format: Jpeg),1.00,1.00,1.00,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream_NoValidation(format: Jpeg),1.00,1.00,0.98,
System.Drawing.Tests.Perf_Image_Load.Bitmap_FromStream(format: Png),1.00,1.00,0.99,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream(format: Png),1.00,1.00,1.12,
System.Drawing.Tests.Perf_Image_Load.Image_FromStream_NoValidation(format: Png),1.00,1.00,0.95,
BenchmarksGame.Fasta_2.RunBench,1.00,1.00,1.01,
BenchmarksGame.Mandelbrot_2.Bench(width: 4000; checksum: "C7-E6-66-43-66-73-F8-A8-D3-B4-D7-97-2F-FC-...,1.00,1.00,0.99,
System.MathBenchmarks.Double.Abs,1.00,1.00,1.02,
System.MathBenchmarks.Double.Acos,1.00,1.00,1.00,
System.MathBenchmarks.Double.Acosh,1.00,1.00,1.01,
System.MathBenchmarks.Double.Asin,1.00,1.00,1.01,
System.MathBenchmarks.Double.Asinh,1.00,1.00,1.00,
System.MathBenchmarks.Double.Atan2,1.00,1.00,1.00,
System.MathBenchmarks.Double.Atan,1.00,1.00,0.99,
System.MathBenchmarks.Double.Atanh,1.00,1.00,1.04,
System.MathBenchmarks.Double.Cbrt,1.00,1.00,0.95,
System.MathBenchmarks.Double.Ceiling,1.00,1.00,1.01,
System.MathBenchmarks.Double.Cos,1.00,1.00,1.01,
System.MathBenchmarks.Double.Cosh,1.00,1.00,1.01,
System.MathBenchmarks.Double.Exp,1.00,1.00,1.01,
System.MathBenchmarks.Double.Floor,1.00,1.00,1.00,
System.MathBenchmarks.Double.FusedMultiplyAdd,1.00,1.00,1.01,
System.MathBenchmarks.Double.ILogB,1.00,1.00,1.01,
System.MathBenchmarks.Double.Log10,1.00,1.00,1.00,
System.MathBenchmarks.Double.Log2,1.00,1.00,1.00,
System.MathBenchmarks.Double.Log,1.00,1.00,1.00,
System.MathBenchmarks.Double.Pow,1.00,1.00,1.01,
System.MathBenchmarks.Double.Round,1.00,1.00,0.99,
System.MathBenchmarks.Double.ScaleB,1.00,1.00,0.97,
System.MathBenchmarks.Double.Sin,1.00,1.00,1.00,
System.MathBenchmarks.Double.Sinh,1.00,1.00,0.99,
System.MathBenchmarks.Double.Sqrt,1.00,1.00,0.99,
System.MathBenchmarks.Double.Tan,1.00,1.00,0.97,
System.MathBenchmarks.Double.Tanh,1.00,1.00,1.01,
System.Runtime.InteropServices.Tests.SafeHandleTests.AddRef_GetHandle_Release,1.00,1.00,1.01,
System.Collections.Concurrent.IsEmpty<Int32>.Dictionary(Size: 0),1.00,1.00,0.95,
System.Collections.Concurrent.IsEmpty<Int32>.Queue(Size: 0),1.00,1.00,0.97,
System.Collections.Concurrent.IsEmpty<Int32>.Stack(Size: 0),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Bag(Size: 0),1.00,1.00,0.99,
System.Collections.Concurrent.IsEmpty<Int32>.Dictionary(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Queue(Size: 512),1.00,1.00,0.99,
System.Collections.Concurrent.IsEmpty<Int32>.Stack(Size: 512),SMALL,SMALL,SMALL,
System.Collections.Concurrent.IsEmpty<Int32>.Bag(Size: 512),1.00,1.00,0.97,
System.Collections.Concurrent.Count<Int32>.Dictionary(Size: 512),1.00,1.00,0.99,
System.Collections.Concurrent.Count<Int32>.Queue(Size: 512),1.00,1.00,0.99,
System.Collections.Concurrent.Count<Int32>.Queue_EnqueueCountDequeue(Size: 512),1.00,1.00,1.01,
System.Collections.Concurrent.Count<Int32>.Stack(Size: 512),1.00,1.00,0.95,
System.Collections.Concurrent.Count<Int32>.Bag(Size: 512),1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (; IgnoreCase)),1.00,1.00,1.03,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (; IgnoreCase)),1.00,1.00,0.97,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (; Ignore...,1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (; None)),1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (; None)),1.00,1.00,1.04,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (; None)),1.00,1.00,0.99,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreCase)),1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreCas...,1.00,1.00,1.02,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,1.00,1.01,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreNonSpace)...,1.00,1.00,0.99,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreNon...,1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,1.00,1.06,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; IgnoreSymbols)),1.00,1.00,1.03,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; IgnoreSym...,1.00,1.00,0.99,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; I...,1.00,1.00,1.02,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; None)),1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; None)),1.00,1.00,1.00,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; N...,1.00,1.00,1.02,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; Ordinal)),1.00,1.00,0.99,
System.Globalization.Tests.StringEquality.Compare_Same_Upper(Count: 1024; Options: (en-US; Ordinal)),1.00,1.00,0.97,
System.Globalization.Tests.StringEquality.Compare_DifferentFirstChar(Count: 1024; Options: (en-US; O...,1.00,1.00,1.06,
System.Globalization.Tests.StringEquality.Compare_Same(Count: 1024; Options: (en-US; OrdinalIgnoreCa...,1.00,1.00,0.99,
